file	mean	variance	hash	
known-902.png	145.633057	2412.050537	e7496fbe0abcd2a716367ec1e980627ce1d48235ee49ef755c3e65249091da8e
known-036.png	149.800735	2044.769287	e74755e8bce068af6bdd4da98f04676509967f30af90bd3d0ffc899fe182e0ee
known-488.png	142.382355	2072.686523	e747439e6e7db492c29e9bb056a79792415cbeb7843b3354d548dcf2ae0b7c68
known-870.png	136.873001	2051.859131	e731eabbfa1c4eecb9ad65a0e09845aa304bf85400f3de16429f679146083258
known-483.png	160.057816	2972.805176	e6d5a0afa7c1ee127fb96c6ff8e70b448a6314d87744dc428d095e36aa7d5b7d
known-827.png	160.971283	1328.889893	e6b1ba273a9f65eab68a781461be1ac76f6ff6a315635152da0b213af321ad1b
known-843.png	135.619659	2515.750977	e67a266e373fe8ae2cd205fb064d9dff7152e0b6b0f4106d2be86ee6951509ac
known-480.png	136.812424	2558.069092	e667dcb4c225458909af763303221fe465014ab99cd9f19e253054ba60be4def
known-397.png	146.104507	1487.362549	e5992dfaf92cfddc70e988f7b6a9f09b89963dbf35b05504b4810758dac24a47
known-847.png	147.000961	1448.062622	e4197289464010412625ecff59418d1779ea3fda3da9c75dcedae33d9d11fd39
known-145.png	130.201675	3458.028076	e40bad7c196ac1e0547837d60925e33d944b350218bb96e2ac6931dd127e1b91
known-199.png	152.629166	1859.528198	e3d3fa04614e98223613cc933d9361d67d1c950c23b6dff6544f78c7067a2d0e
known-320.png	123.379364	4011.830078	e3785bad9e8402b47bf7c8cb811372f7d4549b74da88c0904b2edf09877ab9ba
known-708.png	123.096497	4208.193848	e366b6f95466927dfc513884068864c33ea046af97550077d1e46d5e6f72028d
known-677.png	142.098938	2359.854980	e3054fa189b48f7548978b7058d597e991f126aba202f0509807de27f20b2978
known-650.png	141.698059	3025.023682	e303455f53494f30d429109a94c35bcecdcb059d30baf6c2df852aaf370581fe
known-988.png	143.319321	2038.615112	e2fafcea65f8dccf6983dd585dcef1f2e94954319fbbd197853619cf46a7b234
known-478.png	142.685928	2756.798828	e2f27b40e21d26e2bcd124329252654b7d9756b22340dfe32c55ff95fa0209fa
known-840.png	135.643311	2423.116455	e2b53bde6ca29e6fa936c9ff9007cefe1c5342dfb7e5035fad9083ebbd3b1b9e
known-554.png	106.279480	2418.867920	e2a6bb8e7b4dce4e0fbec5670b292d113e4266dd8647ae4dd3cc405d011a8681
known-771.png	122.714966	2783.378418	e2419fbfefbfa6627dcaed6de43ce97a338138ad92a3cb3ed3166ba5f6feac9c
known-622.png	124.066383	2694.981934	e23dd5956edb9f24c845c63dc58c73c79715b50647c5f5ea777d126ddaac434e
known-494.png	143.157303	1829.442139	e1f1498545025e89fc351b5c6d632b0a88647fa1d3d8c2db5b1a16540f0f14b5
known-538.png	135.628799	2207.217041	e1a56df435ddd129103b7a595d86783ff800ed23c04ff860ec6d99d7653f9abc
known-953.png	148.524368	1431.120361	e19d3634b9baa9e519a9e286e11adde8f7ca847deda64bb02307a69c2e89ddfe
known-119.png	115.317062	4460.841797	e15d99fd69f922e7b2a98a2b31e6f2a03f77b6719981819ff78a0788912bf80f
known-068.png	145.481812	2677.306396	e01e66b4d80c935ed58f9cc86265a26a18bb106be2e38162fbec6ac7395bc1f6
known-401.png	137.764801	2461.623291	dff2e4ab222607660a881f1672d55a4a438ab86479531ba12ffe2e91f123aaaf
known-049.png	141.203949	1955.906250	df8e37eecca6f88315972e59715668d45bda551c50e13706c3ff27dd74a05dee
known-835.png	143.432922	2735.668701	df69be3e9ede82b25b7af6be5f5505619b7bed6b2d510a7d86e6f6c4ca790e47
known-170.png	137.946350	2230.671387	df07f8e5c874e0368cabbb287ce24bd3e699596e8710e09db3febf5ad8a87dfd
known-057.png	136.423935	1794.577026	df071cec1d628091db2f95c498494a6065826918a53baebf0e0875a5d7ca9eee
known-317.png	138.463211	3306.842529	de7f7a56c73fd58c16dd51baa47d8b38edbca72c6c07d811f4a52380c82f0bab
known-154.png	162.821732	1361.728149	ddfe24e65e285452deb8eb23e7ea114739c452832e351af35233a6adc6ceb1d7
known-117.png	111.658142	2436.856934	ddb68bc759d813146b98ba6b446653a35578c0de38077c97d3f7292634a00fe2
known-684.png	163.384171	1903.394409	dd66891caace687ce944bd16e0ce62be86f3a7d1fc56fbff81f4dcb8dfef4d50
known-569.png	154.895874	1213.919434	dd20052d44a61bc95033a19a972dbbb5db512439946a45883c389325fff5a0e8
known-454.png	135.292587	3070.871826	dce4936886b95971b39437c786735bb1ead19b87858995761b3fcfcb5f3ecf05
known-876.png	116.834023	2548.070557	dcdbb07758952235fae95acb828f5b27108d34fd290165d4656c0ba00adc2919
known-637.png	129.823242	1523.024414	dc389852499dd38d2315333e6f0b9184526e01c57318280a1931b8929a3ae53b
known-440.png	148.225723	1929.256348	db8694c714ecfea4927ac0132847bfe7b56121bde84ed58864f2c428d8604b34
known-181.png	128.998199	2888.430420	db6a633560e97156a78bed404d47fea6f90312ba0f4430df56cb801b68e35f1c
known-072.png	135.462997	2400.442139	da9a1ded7f76e70d184b65a415da20321237d12522c6fc686498d1ecc603339b
known-995.png	117.565727	3419.666504	da58274acd370c9dd38c13522d705da643be54280ae3692e0485fd1fe271d634
known-344.png	119.062378	3652.788330	da4b0034916a76ee52f1d3896bbc2d780bf19b60d2086dde3b30dfc55f509591
known-343.png	138.523163	1905.554565	da18d54e5c52f94637ef921d40e9cdcd8ddbfa0a6a55299a0443022fa9e74336
known-264.png	116.420280	2770.208496	d947bead896ea6594987f6552ef75f5094e41226a127a57c08222c93918c956d
known-140.png	159.682632	1434.879761	d90659bc185aa86de89fd1f12f52675b9ceeb6c4cedaeba6964fe331e6e00edc
known-866.png	133.174789	4508.115234	d8e9afcf081a0fa501ff0ee278db2651407cda36c374129b146167f2d8360448
known-166.png	151.858917	2002.115479	d81623ee9faf78b85f1c05490b34976f05b26fa2ccc9d8be58333436bc8cd671
known-398.png	129.886841	2432.875000	d777494f285683fbfa4c88428c13477944a330954e1320f2dd541c8bf4956121
known-832.png	139.590820	3151.476074	d6d00316eaf548594d5ce5a0d3bfc3143691aea254f96b617b7be7264cca4299
known-159.png	143.079697	3667.689941	d6574dd52d17d37565d9884539102098cd69acc5ce986c6e159a1c4e97a222b5
known-728.png	86.689713	5037.020020	d622d3a762bfcad17bdaeda502a607c2917a859725ee588f1dab1c713cdf979a
known-094.png	121.428352	1866.786377	d613459e9419771349db1b8147bf09f8e05c7e4fab541edcd1240a8ddb5fef7e
known-717.png	136.056458	1776.733398	d5ab55818fa94ac2496c2a5539d5b621083ac8a727892f6c3da5d7cd18a08218
known-103.png	143.607941	2139.576660	d5838397a85cd0b7483311225e9b50255f2bb1d5623fff35dd2cb69da08eeb23
known-101.png	124.847298	3301.176758	d5836bb5979024c36f5ff575cdd2048d92fdf6f5ca79308b042b94b8f67e0505
known-205.png	134.611725	1051.263672	d4c30c6c02b12af98ff6236f5fc90b13bf2e5bb286804e97cb947ad995965018
known-365.png	142.661789	2206.755127	d4ae6c7da0bb5b1e09bfd9945315be9d43d6ff60f21c8d88c1694302a9599446
known-141.png	152.984177	1766.156738	d464e980d0012deddbf38a9984cfea1e02f0dd837775fcde2e8ea8b71bf1d156
known-987.png	136.374405	2477.327148	d453c17a42e73475298df5a11c91a5dc0632f0ce0a00d2d281787f7f9c3af1cd
known-011.png	130.298691	2005.632812	d3fea26228397b441725f60da9cab9b95e280fe5c3d935ccbc623d272801efa8
known-653.png	131.507233	3658.931396	d3eda6a5426e0be364530aeea6d22e5f40bd2cad4c4242ffa782aefe6e2c9d9b
known-347.png	144.921875	1810.720215	d3a88037d4d7f6f0704a87d872a098932f6d1ba9b8fa4ccb1ec1b281905ad260
known-897.png	148.352127	1570.928223	d3a2b6c61740c7da0e9380752bc0baeb2e866f10dda871075d70a8716a60827d
known-741.png	124.841202	2310.416992	d348b902342a76866498a3b9d7bfb6dced7bb2a236953299536596c3147b82e5
known-582.png	146.182724	2969.968506	d33ff9103263d0eb281118897602b2cdcd5868de808dffda0328f5ebf1c74aca
known-261.png	146.361404	2120.499756	d3010a0d5f9f32f39dc085f79bc76c6f54d6a171c341b1df0899475e15600179
known-296.png	126.000061	3403.572998	d2f585f5308fe28b86f590cb77df1966f4f4f0f932ad62ee78b0019bb5b49120
known-063.png	155.931488	2065.238037	d2f076bb1faa5ceeae0b473980635230e62110eeea2f024735a5b41c52924847
known-186.png	160.322708	1119.532104	d2ef2455403f1994cf76711135c5537bc97e1f8da3c4974ddabb21fe3e4d0da7
known-911.png	164.596100	1184.994629	d2dc70efdd1630c96191513b32c27aebb19cb7d5ce1ce1091cc78219adafb013
known-501.png	137.781006	2015.362305	d2a73e22c6e62619f3feed549db35b45b55aeffe27aa8de7520ffb634cb2c570
known-620.png	133.064148	2317.505127	d27922c1af6fd89b6f6e628b2b4b76889205d4f053cb0c1773eff457efa531f3
known-288.png	135.537949	2148.501953	d276d95019bb6cd900199ce184aff819caa08fbb8b65ced468fae8d56946f917
known-073.png	159.342499	3413.473877	d2393d90033bc67f242189df49dae35fd56328db014f982aa9c1fbe43ada2dd5
known-592.png	145.219116	1971.497925	d1bb7ec606f78253ec31cc26ca05f5ca3471a53c69fec08deeea0476036c1201
known-659.png	148.795166	1802.194214	d18b67d4af82e97bf3c97c09aa72f9e8b878b4c791d8c10b0839cd62ae3a6932
known-662.png	125.671379	4689.690918	d18624c4efd16d775e5d2e1caaf98c1c785771c87f1cf45db0c3e411ba0511d9
known-453.png	131.736938	2388.995117	d17f487258e717fe681537d4f8b4ce458048577e149910413d825df8d2e28817
known-927.png	146.408478	3560.590332	d17e29705cd9e89816dd9bb3de18231d223f8d879c26071cbc66758399b9608f
known-806.png	153.304733	1252.982544	d156ce25a178ef00f31895b0b84a05f26e18ddaaf696de711520aaca7b6ac002
known-907.png	138.430878	2355.267578	d0f5411f705f3a5095f868d4bf4cca917ada13057e6c65543b94b1219dcd6be2
known-037.png	123.311821	3689.414551	d0e9922af4f03ef32954a6e90e79409c91431d60ffc8aff697204b66d4882476
known-224.png	154.777069	1570.074097	d0e238e245c9d0330bb9932f96902c5ebd6a0128b6571acf4029c8193db7996d
known-980.png	149.641449	2743.977783	d0db1a1f6c63020ec5b2bf5c8560bcca0e1c0a5ee626f60f186b9af5e5080959
known-888.png	187.084137	2488.705566	d09cd10e8128f0c0a7dcae2a4277d98d06afd14c69d158893751206975b80b39
known-208.png	144.731979	1777.467651	d05e3039905f569c45b76c9d21c43b623a29115599fb5abdc8e6e15b00f058a7
known-624.png	157.623428	2189.352295	d05ca21ab719c70ed3b3df55e59007b13a694a2651f452ba03e49bc5aee18582
known-114.png	127.201553	2442.270996	d02ac7bca03370ee548212c8f4eb707c2ac96bb01d69beb94843ee54bd445c83
known-380.png	143.036438	3022.519531	cfe4a79af87c7d20b87b2f14186046f61ec7e692c4ed347a2ff2a7f3559c38e1
known-104.png	119.814056	3212.071045	ceb13e56ab2a43534da4377619a0a95da33fda762fbc998dca44cbcaadd02c3e
known-807.png	133.990356	1842.726562	ce2d19123bef386fde2764bbaaf421e94c3c1d935071a18d6ed3c907cad3deaa
known-930.png	142.721817	1550.146973	cdf0484967c75e7e1675bec17c8907293774218d0d25bddea805625724f53d89
known-418.png	137.637253	1400.335449	cdc50ad371d0388df8320193dbe1c109e419992dc61d29547bf09396852e9d93
known-669.png	144.232407	2511.016846	cd9fc3b899914adba4b70c8986ff38519b410fbcdfe7bffb5ee890046be6792d
known-395.png	146.154709	1996.194824	cd360167d96d573449104ca0d7e603f9cb06d22e996e9c4ec57de0c9d4631eaf
known-667.png	133.638977	2116.991943	cd2d5b6f7cc73ea4c870e4701894bce4285de74f9f695a2aa7a151b7a80e2068
known-148.png	133.163452	1742.700439	cce1802b140ccc06a7a29beb0f240cce383bcf9c19d0d670ab6f5142d23de946
known-756.png	128.597549	3365.469727	ccdfd3cf4eb798851693d0cc9ed24d63826ec9783d0ebc0f028985209ee89b30
known-719.png	137.948395	2615.993408	ccaa8019f1ebbddda598ad46a2f1de186f383c1feb250ec4d71d39cf278cc9f5
known-968.png	130.852081	1784.507324	cc8ed2ef22bd11327deacd58843dcdc0f893133be6e8593ff60dbb2be1c38331
known-683.png	142.324585	1395.944214	cbbc12db58f7b70e4b46f778dd266dc4ccfe8fcfae62d4699028fd14280718f2
known-645.png	139.579483	1761.540161	cbb6a210765741699182c184ee4ce0c66639e25804c0abcee6e5768a70d8642d
known-563.png	138.361465	2320.520996	cbb518c27b73a0712e605a15f1141e92742b9852efd6772583ac541500d36090
known-773.png	115.637459	3937.522705	cb877cdb09bf478f58f0b67e8cfeb5c2943f9630885eb8d12ed2c7aed96fabea
known-333.png	141.828995	2046.103638	cb1f1e75e4696e762aeadf351949a79675214a745eece70040eb7fb3dc1ed6a0
known-615.png	149.338409	1906.197510	cb14fddb96dcbfc64254138612b4a5fb52d28cd76c84b61642e7eabe53f01650
known-123.png	152.421219	1932.171265	ca8886514dc397cf045697768ecff26310fae1aa973811510ad2a2c1942aec3f
known-284.png	133.952011	2412.289307	ca5570c8bc3122909b20fea63c13f38cdf981217cf8688a6b0219b7a5fc3ccbf
known-040.png	158.969604	3735.583496	ca10ee92ac0f747a73b622872c25393902d22da74cd040902a1dcee892e8b238
known-421.png	127.271049	3573.050049	c9df0af5071d1e76615f95fb2ac54a458bcf0ccccb52b500f0097617542876ac
known-551.png	146.237350	865.285583	c9886a2b0d05ba01c51ccac0e8656f07b04e0a1fb057ca4085fbb4b5f216e1c8
known-536.png	141.702362	2358.148193	c935c6680962c196d1204974801378d4b2ae1698eb5021d8fd4c8f8abf668ccb
known-738.png	147.291992	1413.023315	c92523d79ec115648ca6ece2c919b9990500d32060c10747a6c99b43eb3050bc
known-890.png	111.087852	1715.911133	c8c8dbfe563cb017cc8595382039e04e078e3fd6b112414a055332de7f777443
known-257.png	133.609161	3009.132324	c8bc68f9c0876976a7c6959c12dffd020031ba83efd76189b17d3b9a73d45e45
known-919.png	146.996155	2069.624756	c82a4897cbc7ef9d58846ee6ed82652d37248934e5f116e1ba1e42a17e40674e
known-162.png	152.310471	1270.574097	c813da2d5f3968bf073c2727e1ede2f5b5d69eb59bf6cabfd8748f588259991e
known-628.png	125.143936	4375.554199	c7a4f88445efe545d06ba35e587ffb304457d166944d6c319538954936310271
known-150.png	154.979675	2097.962891	c68ca0277af88a256ad3459478a5c6cb2827b1323273e7995efaf519ce32d7f4
known-803.png	141.720520	3011.973633	c66b4c3fd02f3bf6fd1463f65dacbc054e23601629ac6f76e2bdc3036f64717f
known-443.png	112.964462	3129.973145	c65576caa9303c277109a43b8f7b8591be3a530073b64dd0aadb31f0623b88f0
known-808.png	147.716232	3954.678467	c5f9a44c7bf000f4ed765c92308b67d2845d4d89caa9b3ca0670c203344d69e9
known-977.png	152.931427	1799.444824	c5053a575110b7b5649e82217303e6801c7a25d26c8683ea0de7640c9b80b757
known-132.png	152.422211	4613.928711	c4ee2da4f4c0e0136c94ab29c0cb273225f2037906a82c5aae842dff09a30b27
known-045.png	135.371735	3691.987305	c4d228c4a23718e6eaddda952da62c74d0cbbe9bedb5c7a8b11c6a1dca4f9bbc
known-009.png	158.722061	1699.527954	c4c9ee0c587bf61edb1823a28d986a6044bfbea4c86e57484d82add2e020de49
known-018.png	140.884628	1433.380859	c3e0cdae2b9f346ec9d2e273bd201abe45f62c6e48b9f6a8cb201bcf9b775b1d
known-730.png	106.078224	2095.927246	c3d4dd441ef9e85da684f78b682f399b9aa7d35867a34c9fed89a50b775866be
known-411.png	161.789841	3604.530518	c3c6f204ebf2aa7fd92433c799e12080996deaf00a882c0ebf470c1f49229834
known-033.png	149.582733	1123.195679	c39c50b888c4375194c1b697f1ebee8ea705816dcc5ffde83391b45a7a8c71c7
known-155.png	126.174370	2683.262207	c3666a6b91c6e650e6020f124ba26ab8334db91278586c78238152deac7cd571
known-778.png	143.760788	3490.060059	c35a3f5e31587411e1f93c95ad8bcb326ccf690f617c65611ce4b17e8e8a45d7
known-146.png	137.056824	2708.428223	c353f40f3775edbc38434f815e4efc5fd2b4fe92e9e60a8774dc426065ed505a
known-414.png	156.585480	1513.236450	c3384194738e1849c70eeecb76efeebe3959d06e3467edd67699d082422bf9cc
known-270.png	142.828644	3109.033691	c2e3e9c1543b44c37a7a94835f30868a14715c89523636a438f3c80e99c5f021
known-327.png	134.898117	1972.525635	c2ddc5687af13e20a7abab9aeb98b1c449fe655ee310ddda74cfdcd6b8ef6748
known-942.png	118.270790	3720.294922	c2c010d7c6eaabdef8357e756600de29fad64abca3e8a99f38fde43d3f48fbb5
known-306.png	134.326782	1700.248901	c2228b4c245fe2853188cdef99feb9dbf807733b527c37b4d79c3ee4687be1fa
known-052.png	122.103256	1937.113892	c1d3e7458da63b4a5be77ed600fcc25a6b45a43752c2732f5cead7a479f39cae
known-517.png	144.714325	2384.403564	c1b1a65b4394eff2a70c43827d9287cc8302ce1ea6c99c1afb58181df1f2fc10
known-048.png	123.686859	3171.401855	c15c62c5fe2db7b9a2a553342e234b34995ef4033d74ad815c6e2097db503383
